South Africa, 31690, 601.27
Bahrain, 40870, 698.95
Brazil, 32518, 189.57
Congo, 49311, 853.6
Guatemala, 12185, 1168.23
Guinea-Bissau, 47030, 310.82
Austria, 13386, 1788.07
Slovenia, 22945, 1922.5
Comoros, 39271, 358.29
Serbia, 44666, 1050.09
China, 7998, 106.69
Belarus, 48987, 1513.31
Dominica, 29498, 290.18
Madagascar, 12625, 521.01
Chile, 3600, 1444.86
Denmark, 3910, 1763.26
Tajikistan, 5758, 1731.09
Angola, 28067, 1207.27
Nicaragua, 19691, 968.18
Georgia, 32319, 72.23
Argentina, 10265, 1699.84
Bangladesh, 46959, 1609.57
Moldova, 17055, 150.69
Azerbaijan, 17893, 1699.56
Italy, 21812, 1471.46
Ukraine, 45308, 1908.7
Germany, 16443, 1292.75
Australia, 39788, 1547.2
Vanuatu, 38796, 26.25
Bulgaria, 15261, 296.69
Mongolia, 10640, 176.23
Armenia, 35663, 392.94
Yemen, 18032, 1297.76
Bahamas, 2241, 1662.23
Trinidad & Tobago, 39843, 311.69
Spain, 24612, 483.94
Russian Federation, 44486, 1300
Djibouti, 13872, 1699.35
Ethiopia, 2708, 1230.23
Eswatini, 2280, 947.88
Slovakia, 44796, 827.67
Aruba, 14568, 51.93
Nepal, 48576, 1613.89
India, 4158, 957.16
Gambia, 1373, 1006.36
Israel, 6210, 553.54
Kosovo, 21231, 1479.43
Burkina, 13562, 335.66
Barbados, 12697, 1609.09
Algeria, 41979, 1534.13
Afghanistan, 27547, 94.05
Albania, 31727, 375.28
San Marino, 42273, 1027
Costa Rica, 5457, 820.9
Marshall Islands, 16801, 635.91
Iceland, 12203, 979.71
Kuwait, 7057, 798.2
Japan, 45569, 1390.02
Canada, 19837, 1607.82
Oman, 2398, 1694.36
Liberia, 1483, 1628.88
Vietnam, 37308, 164.76
Taiwan, 23336, 720.22
Bhutan, 21787, 843.18
Indonesia, 49850, 195.29
Antigua & Deps, 3559, 1754.05
Colombia, 33752, 650.75
France, 33990, 387.79
Iraq, 19572, 134.1
Uruguay, 40493, 1193.64
Benin, 7663, 1652.66
Cuba, 25099, 1135.84
Myanmar, 4998, 1707.23
South Africa, 1411, 1136.14
Bahrain, 36976, 1901.64
Brazil, 18606, 1016.45
Congo, 46628, 999.51
Guatemala, 35490, 223.53
Guinea-Bissau, 30319, 1014.47
Austria, 32408, 1833.45
Slovenia, 25953, 936.17
Comoros, 27671, 599.8
Serbia, 22862, 417.11
China, 6804, 223.85
Belarus, 44125, 1923.91
Dominica, 12594, 1579.15
Madagascar, 36293, 876.38
Chile, 44358, 563.15
Denmark, 31347, 589.37
Tajikistan, 1276, 990.36
Angola, 38952, 1489.33
Nicaragua, 37617, 705.16
Georgia, 15793, 197.48
Argentina, 48453, 70.02
Bangladesh, 21154, 83.95
Moldova, 15785, 1045.28
Azerbaijan, 9821, 1374.46
Italy, 29155, 1209.59
Ukraine, 31837, 69.6
Germany, 31637, 1615.68
Australia, 1690, 1729.8
Vanuatu, 29869, 170.58
Bulgaria, 2378, 416.25
Mongolia, 25418, 605.72
Armenia, 37711, 1535.97
Yemen, 17167, 254.43
Bahamas, 21779, 23.26
Trinidad & Tobago, 17360, 626.16
Spain, 32174, 1704.06
Russian Federation, 9429, 590.8
Djibouti, 33857, 933.39
Ethiopia, 27871, 359.3
Eswatini, 36563, 1623.51
Slovakia, 29477, 139.68
Aruba, 29663, 1146.15
Nepal, 25877, 211.34
India, 826, 16.93
Gambia, 40934, 673.62
Israel, 25761, 818.14
Kosovo, 1453, 847.11
Burkina, 31183, 673.92
Barbados, 21561, 1670.86
Algeria, 12027, 1754.37
Afghanistan, 37142, 1984.66
Albania, 45876, 309.84
San Marino, 23962, 1824.05
Costa Rica, 33455, 435.15
Marshall Islands, 23234, 772.24
Iceland, 19160, 579.71
Kuwait, 38535, 1606.94
Japan, 10025, 1142.86
Canada, 22273, 228.23
Oman, 33215, 351.12
Liberia, 10978, 132.75
Vietnam, 23715, 628.15
Taiwan, 35750, 1562.4
Bhutan, 6445, 1790.2
Indonesia, 34835, 1591.23
Antigua & Deps, 9820, 1863.87
Colombia, 33877, 1763.48
France, 11159, 15.65
Iraq, 424, 880.27
Uruguay, 33339, 58.89
Benin, 3410, 1567.18
Cuba, 30128, 433.79
Myanmar, 17163, 1023.22
South Africa, 48207, 1561.23
Bahrain, 48457, 949.31
Brazil, 45909, 524.46
Congo, 44741, 1156.72
Guatemala, 38375, 715.96
Guinea-Bissau, 16936, 1246.1
Austria, 25695, 1261.36
Slovenia, 31775, 1943.39
Comoros, 42875, 1186.59
Serbia, 4294, 1588.92
China, 17955, 1555.29
Belarus, 22811, 1141.12
Dominica, 37695, 1782.72
Madagascar, 10598, 383.52
Chile, 28584, 1368.59
Denmark, 1580, 562.35
Tajikistan, 9319, 594.48
Angola, 23522, 1000.2
Nicaragua, 16743, 1613.19
Georgia, 28658, 1900.03
Argentina, 35368, 1285.97
Bangladesh, 12052, 411.55
Moldova, 48302, 1337.58
